Watershed,Site,SampleDate,Organization,UseOrder,Protocol,HitchDate,Hitch,Crew,VisitPhase,VisitStatus,VisitID,Panel,Category,StreamName,VisitObjective,SideChannel,VisitYear,x_albers,y_albers,LON_DD,LAT_DD,Stream,Elev_M,Block,OwnerType,ValleyClass,Channel_Type,Strah,HUC4,HUC5,HUC6,LEVEL3_NM,LEVEL4_NM,CEC_L1,CEC_L2,Ppt,CUMDRAINAG,NatClass,DistClass,DistPrin1,NatPrin1,NatPrin2,MeanU,Metric #,ModelVersion,GenerationDate,SlowWater_Area,SlowWater_Ct,SlowWater_Vol,SlowWater_Pct,FstTurb_Area,FstTurb_Ct,FstTurb_Vol,FstTurb_Pct,FstNT_Area,FstNT_Ct,FstNT_Vol,FstNT_Pct,Grad,Sin,Lgth_Wet,Area_Wet,Area_Bf,WetVol,WetWdth_Int,DetrendElev_SD,BfWdthInt,DpthThlwg_UF_CV,BfVol,Lgth_WetChnl,WetBraid,Lgth_BfChnl,BfBraid,Wet_QIsland_Ct,Bf_QIsland_Ct,DpthWet_SD,BfWdth_CV,BfWdth_Avg,BfWDRat_CV,BfWDRat_Avg,WetWdth_CV,WetWdth_Avg,WetWDRat_CV,WetWDRat_Avg,DpthBf_Max,DpthBf_Avg,BfSCWdth,WetSCWdth,SlowWater_Freq,FstTurb_Freq,FstNT_Freq,DpthThlwg_Avg,PoolResidDpth,WetSCL_Area,SCSm_Area,WetSC_Pct,SCSm_Freq,SCSm_Ct,SCSm_Vol,Q,SubEmbed_Avg,SubEmbed_SD,SubD16,SubD50,SubD84,SubLT2,SubLT6,Cond,Alk,RipCovBigTree,RipCovConif,RipCovGrnd,RipCovNonWood,RipCovUstory,RipCovWood,LWVol_Wet,LWVol_Bf,LWVol_WetSlow,LWVol_BfSlow,LWVol_WetFstTurb,LWVol_WetFstNT,DriftBioMass,RipCovCanNone,Ucut_Area,SolarSummr_Avg,RipCovUstoryNone,RipCovGrndNone,SubEstGrvl,FishCovLW,SubEstSandFines,LWFreq_Wet,FishCovTVeg,FishCovArt,FishCovNone,LWFreq_Bf,FishCovAqVeg,SubEstBldr,SubEstCbl,FishCovTotal,UcutLgth_Pct,UcutArea_Pct,SC_Area,SC_Area_Pct,ChnlUnitTotal_Ct,LWVol_BfFstNT,RS_name,Geo_Cond,CU_Ct,CU_Freq
South Fork Salmon,CBW05583-241618,2014-08-06,Quantitative Consultants Inc,13,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2060,Annual,Secesh,Secesh River,Primary Visit,<none>,2014,NA,NA,-115.853653,45.264778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558950,0.0.4,NA,0,0,0,0,6830.5378,1,2027.0302,100,0,0,0,0,1.2712,1.0955,388.8545,6845.7224,7155.6221,2027.4167,17.6048,1.4117,18.3851,0.1331,4184.1212,388.8545,1,389.2067,1,0,0,0.1312,0.0742,18.3549,0.1302,30.5214,0.0827,17.6058,0.1758,47.6044,1.0559,0.5868,NA,NA,0,0.2572,0,0.4604,NA,0,0,0,0,0,0,2.5576,0.8214,2.2037,46,119,295,NA,NA,31.7,21,4,3.5,42,40.5,15.5,23,5.6207,15.1222,0,0,5.6207,0,1e-4,94,1.97,70.5038,84.5,58,35,0,5,5.6576,5,0,95,13.8869,0,25,35,5,0.45,0.0288,0,0,1,0,pcv_margin_controlled_cobble_bed,moderate,1,0.2571655979293026
South Fork Salmon,CBW05583-317074,2014-07-13,Quantitative Consultants Inc,18,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2061,Annual,Secesh,Summit Creek,Primary Visit,<none>,2014,NA,NA,-115.924746,45.232766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558951,0.0.4,NA,1757.1376,11,771.5688,81.3801,0,0,0,0,402.0352,1,166.9054,18.6199,0.3578,1.5087,216.4786,2159.3335,2412.5084,938.4741,9.9748,0.5142,11.1252,0.2652,1639.1413,233.7157,1.0796,233.2287,1.0755,1,2,0.2326,0.3154,10.856,0.391,18.6136,0.3135,9.6208,0.4385,23.0253,1.5932,0.6243,7.2968,6.3368,5.0813,0,0.4619,0.6884,0.3929,59.1434,0,2.7392,0,0,0,1.0029,0.3571,0.3493,2,20,51,9.6003,25.1833,20.5,40,6.5,13,42,38.5,27.5,39,18.0489,21.9689,14.3176,17.249,0,2.4035,1e-4,92,34.22,65.32,72.5,58,47.468,8.9893,49.0213,58.2044,3.4314,0,80.6667,69.7529,9.062,0,3.5106,21.4827,19.5631,1.5847,0,0,12,3.3921,ucv_meandering_gravel_bed,moderate,12,5.543273099511915
South Fork Salmon,CBW05583-339922,2014-08-08,Quantitative Consultants Inc,14,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2062,Annual,Secesh,Secesh River,Primary Visit,<none>,2014,NA,NA,-115.839417,45.268588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558952,0.0.4,NA,778.1345,2,305.7923,14.3382,4648.8823,3,1377.2731,85.6618,0,0,0,0,1.0451,1.2002,335.348,5427.0729,6098.7744,1683.0656,16.1834,0.9213,18.1333,0.1915,3942.0098,335.348,1,336.3298,1,0,0,0.1329,0.1247,18.1181,0.1489,25.1678,0.1384,16.1812,0.2489,54.201,1.1779,0.6563,NA,NA,0.5964,0.8946,0,0.4528,0.1917,0,0,0,0,0,0,1.7928,1.3667,4.6758,49,120,298,0.6667,2.6667,31.4,40,5,10,31,26.5,18.5,32,2.0502,5.0253,0.6433,2.3583,1.407,0,1e-4,91,12.33,81.53,81.5,69,27.1474,0.5764,5,4.1748,4.6791,0,94.7446,7.1567,0,27.8526,40,5.2554,5.5167,0.2272,0,0,5,0,ucv_lowSin_gravel_bed,moderate,5,1.490988465713229
South Fork Salmon,CBW05583-345375,2014-09-06,Quantitative Consultants Inc,8,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2063,Annual,Secesh,Secesh River,Primary Visit,<none>,2014,NA,NA,-115.758843,45.068498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558953,0.0.4,NA,0,0,0,0,6973.8354,3,3240.5145,100,0,0,0,0,1.9535,1.0455,341.6779,6973.8353,10545.6023,3240.5144,20.4106,1.8161,30.9108,0.178,22757.0495,341.6779,1,341.1622,1,0,0,0.2041,0.0929,30.8354,0.1143,13.5915,0.1756,20.3193,0.3122,40.7976,3.498,2.1692,NA,NA,0,0.878,0,0.7134,NA,0,0,0,0,0,0,3.6605,3.5662,6.7553,87,261,416,NA,NA,40,22,5,7,21.5,9,13.5,35,8.5532,51.8249,0,0,8.5532,0,1e-4,91,0,67.1726,86.5,78.5,14.9732,5,10,4.0974,0,0,95,32.7794,0,40.7961,34.2307,5,0,0,0,0,3,0,cv_bedrock_cyn,moderate,3,0.8780199129062781
South Fork Salmon,CBW05583-382610,2014-07-24,Quantitative Consultants Inc,2,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2064,Annual,Secesh,Summit Creek,Primary Visit,<none>,2014,NA,NA,-115.92991,45.223316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558954,0.0.4,NA,703.2309,4,260.25,65.87,0,0,0,0,364.3726,3,93.8472,34.13,0.2226,1.4715,146.5459,1067.6239,1226.7574,354.0973,7.2853,0.4873,8.4291,0.2794,669.3162,146.5459,1,145.5378,1,0,0,0.1561,0.1719,8.3595,0.2747,16.6218,0.1663,7.2495,0.3207,23.9476,1.1312,0.5402,NA,NA,2.7295,0,2.0471,0.4537,0.3114,0,0,0,0,0,0,0.4951,19.25,27.405,0.3602,26,67,11.2702,24.8666,22.7,24,3.125,20,39.375,35,28.75,42.5,3.9976,4.1904,3.6055,3.7983,0,0.3921,0,90.625,25.7,NA,71.25,48.5,59.8204,4.7504,35.419,21.1538,1.8483,0,66.7209,23.8833,30.5875,0,4.7606,37.1862,19.789,2.4072,0,0,7,0.3921,pcv_meandering_planControlled_dfp,moderate,7,4.77666041833992
South Fork Salmon,CBW05583-404767,2014-08-24,Quantitative Consultants Inc,7,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2065,Annual,Secesh,Lick Creek,Primary Visit,<none>,2014,NA,NA,-115.795084,45.070282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558955,0.0.4,NA,1039.1043,11,279.7271,42.6164,1399.1664,5,301.8144,57.3836,0,0,0,0,2.7699,1.0391,222.3756,2438.2837,3107.1189,581.5414,10.9647,0.8503,14.0862,0.357,1737.2743,222.3756,1,220.5785,1,0,0,0.1628,0.2065,14.1428,0.323,26.4579,0.1773,10.9978,0.8713,47.443,1.4212,0.5567,NA,NA,4.9466,2.2484,0,0.426,0.2516,0,0,0,0,0,0,0.3633,2.0708,5.9692,35,110,253,3.7451,9.3224,28.1,46,6.5,7.5,31,22.5,26.5,45.5,3.605,32.084,1.1456,13.1145,2.4594,0,0,89.5,1.26,69.2396,73.5,69,22.9432,6.3505,16.7005,5.3963,3.9288,0,90.2429,24.2832,0,28.1322,32.2242,10.2793,0.6071,0.0517,0,0,16,0,pcv_margin_controlled_boulder_bed,good,16,7.195033987541799
South Fork Salmon,CBW05583-412050,2014-07-15,Quantitative Consultants Inc,1,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2066,Rotating Panel 1,Secesh,Lake Creek,Primary Visit,<none>,2014,-1550969.25218,2647702.92735,-115.94485,45.34728,Lake Creek,1957.35,Rotating Panel 1 - Secesh,Public Lands,Transport,Pool-riffle,2,17060208,1706020805,170602080501,16,16k,6,6.2,11.77,25.603,MT - II.B.1.a,I.B.1,-1.15,-1.76,1.26,16.29,2558956,0.0.4,NA,398.3665,6,141.8575,65.0776,124.0201,3,30.6338,20.2601,89.7543,2,26.3663,14.6624,0.6043,1.4973,148.5711,612.7228,702.3322,198.9057,4.1241,0.4052,4.7925,0.2819,354.8579,148.5711,1,146.5484,1,0,0,0.1462,0.2308,4.5587,0.3024,10.6498,0.1724,4.0837,0.5121,15.9064,1.0774,0.3786,NA,NA,4.0385,2.0192,1.3462,0.437,0.3086,0,0,0,0,0,0,0.4647,10.4792,15.0576,1,18,51,0,7.6207,23.1,18,2,3,55,42.5,16.5,33,7.2997,7.776,7.2997,7.776,0,0,1e-4,96,17.14,NA,83.5,45,62.0756,1.8097,28.0489,3.3654,10.7472,0,69.8197,4.0385,17.6234,0,9.8755,30.1803,16.8943,2.7973,0,0,11,0,ucv_meandering_gravel_bed,intact,11,7.4038625277728976
South Fork Salmon,CBW05583-428434,2014-07-29,Quantitative Consultants Inc,1,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2067,Annual,Secesh,Lake Creek,Primary Visit,<none>,2014,NA,NA,-115.949904,45.331693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558957,0.0.4,NA,350.7783,4,110.5772,42.4173,424.976,3,70.7919,51.3895,51.2163,1,11.6154,6.1932,1.1445,1.3893,152.8318,827.3945,1009.5584,192.9847,5.4138,0.4899,6.6468,0.3718,397.699,152.8318,1,151.8856,1,0,0,0.1499,0.1622,6.5131,0.2628,16.3692,0.168,5.3654,0.4726,25.0708,1.0515,0.4007,NA,NA,2.6173,1.9629,0.6543,0.3653,0.406,0,0,0,0,0,0,0.359,7.314,10.0048,11,54,121,0.686,2.2609,26.6,17,0.5,6,48.5,33.5,21,38.5,1.7767,2.2673,1.3998,1.8904,0.3153,0.0616,1e-4,97.5,13.75,NA,79,51.5,38.2186,2.7843,11.6026,5.2345,6.8704,0,49.311,6.5431,41.0343,7.4886,42.6902,50.689,13.1517,1.6618,0,0,8,0.0616,ucv_lowSin_gravel_bed,intact,8,5.234512712668438
South Fork Salmon,CBW05583-444818,2014-07-30,Quantitative Consultants Inc,5,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2068,Rotating Panel 1,Secesh,Lake Creek,Primary Visit,<none>,2014,-1550686.78413,2641791.92647,-115.92562,45.29582,Lake Creek,1889.64,Rotating Panel 1 - Secesh,Public Lands,Depositional,Island_braided,3,17060208,1706020805,170602080501,16,16k,6,6.2,11.52,89.223,MT - II.B.1.a,I.B.1,-1.15,-1.76,1.26,69.45,2558958,0.0.4,NA,178.8145,1,74.1074,8.0194,1609.579,3,372.1342,72.1855,427.9743,2,127.7812,19.1936,1.1559,1.4051,211.0925,2235.2934,2648.2406,575.7791,10.5892,0.5178,13.053,0.2986,1330.9044,211.0925,1,202.8835,1,0,0,0.1316,0.1526,12.872,0.2354,26.5236,0.1628,10.4488,0.3361,41.5743,1.1591,0.4883,NA,NA,0.4737,1.4212,0.9475,0.3804,0.3917,0,13.4131,0.6015,0.4737,1,1.3062,0.814,1.6223,4.3794,6,82,250,1.1429,9.4286,22.5,32,6.5,13.5,39,37,36,46,2.1235,6.7269,1.0054,1.1411,1.0765,0,0.001,92,17.93,NA,64,61,37.3294,1.6791,13.3474,6.1584,3.835,0,64.9932,10.8957,33.7221,12.7548,36.5684,39.2363,12.08,0.8021,13.5,0.6054,6,0.2765,pcv_lowSin_planControlled_cobble_bed,good,6,2.842355839264777
South Fork Salmon,CBW05583-488223,2014-09-07,Quantitative Consultants Inc,15,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2069,Annual,Secesh,Secesh River,Primary Visit,<none>,2014,NA,NA,-115.766896,45.128509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558959,0.0.4,NA,3139.4399,8,2197.2713,39.6743,3803.095,4,1765.762,48.0612,970.4891,1,345.8374,12.2645,2.2264,1.1672,453.8928,7913.0377,9822.6805,4308.8703,17.4337,3.6098,21.6239,0.3739,10742.8975,453.8928,1,454.2512,1,0,0,0.3117,0.2491,21.6375,0.3254,18.8377,0.3221,17.311,0.5551,35.0793,2.9106,1.0927,NA,NA,1.7625,0.8813,0.2203,0.8915,0.5244,0,0,0,0,0,0,3.2109,5.8942,12.9571,7,177,382,3.8261,6.5217,31.9,34,2.5,7.5,46.5,23.5,30,58.5,6.1451,13.6977,1.9085,2.906,4.2366,0,2e-4,94.5,0,NA,70,53.5,25.1498,0.5917,11.0383,2.2032,0.5917,0,98.8167,7.4908,0,33.0342,26.8084,1.1833,0,0,0,0,13,0,cv_bedrock_cyn,good,13,2.8641124071586948
South Fork Salmon,CBW05583-505490,2014-08-21,Quantitative Consultants Inc,9,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2070,Rotating Panel 1,Secesh,Summit Creek,Primary Visit,<none>,2014,-1549559.4935,2636840.8202,-115.89842,45.25438,Summit Creek,1841.35,Rotating Panel 1 - Secesh,Public Lands,Transport,Pool-riffle,2,17060208,1706020805,170602080502,16,16k,6,6.2,11.28,38.528,MT - II.B.1.a,I.B.1,-1.15,-2.03,1.1,29.57,2558960,0.0.4,NA,309.8141,3,82.9452,17.1984,1084.4944,3,236.5167,60.2025,407.1015,1,96.2311,22.599,1.0907,1.0473,188.8661,1801.415,2041.0406,415.693,9.5381,0.6057,10.8079,0.2094,985.5325,188.8661,1,188.8478,1,0,0,0.095,0.1345,10.7933,0.229,22.8803,0.1508,9.5023,0.305,48.7875,0.9554,0.483,NA,NA,1.5884,1.5884,0.5295,0.3224,0.1375,0,0,0,0,0,0,0.4169,4.3571,5.5342,17,49,220,16.4204,25.9075,28.3,20,8.5,30,56.5,33,23,62,12.9567,20.0192,1.8327,3.8288,9.0975,2.0265,1e-4,84.5,1.98,55.4921,77,43.5,36.1164,2.2178,14.2411,27.0033,9.1401,0,32.8789,38.1222,55.7633,23.9794,25.6631,67.1211,1.3237,0.1099,0,0,7,2.1149,cv_margin_controlled_cobble_bed,moderate,7,3.706329510695673
South Fork Salmon,CBW05583-086815,2014-09-08,Quantitative Consultants Inc,4,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2071,Annual,Secesh,Secesh River,Primary Visit,<none>,2014,NA,NA,-115.756255,45.107317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558961,0.0.4,NA,4206.9143,3,3133.5597,54.7492,2526.6093,3,729.3073,32.8815,950.4491,1,273.2743,12.3692,0.7042,1.1179,310.0667,7683.9729,9490.473,4136.1412,24.7817,1.7379,30.5131,0.4156,11714.7712,310.0667,1,311.0291,1,0,0,0.4151,0.4829,29.7477,0.7091,26.471800000000002,0.4571,23.8735,1.0074,53.0913,3.0249,1.2221,NA,NA,0.9675,0.9675,0.3225,0.9099,0.5975,0,0,0,0,0,0,1.8615,1.3804,2.8425,17,93,288,9.1667,36.5488,20.2,16,6.5,12.5,51,22,38,74.5,12.4385,20.5333,5.1757,9.2154,6.3527,0.9101,3e-4,92.5,1.38,NA,62,49,39.9981,0,27.6582,10.3204,3.3431,0,92.0212,15.8031,4.6358,17.5266,14.8171,7.9788,0.4435,0.018,0,0,7,1.0312,cv_bedrock_cyn,good,7,2.2575787725673218
South Fork Salmon,CBW05583-374418,2014-07-09,Quantitative Consultants Inc,9,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2072,Annual,Secesh,Secesh River,Primary Visit,<none>,2014,NA,NA,-115.905135,45.263354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558962,0.0.4,NA,1087.9972,5,474.932,53.2189,838.7647,3,219.2074,41.0278,117.6192,1,52.0658,5.7533,0.612,1.2066,194.6265,2044.4304,2365.5878,746.2052,10.5044,0.6225,12.349,0.2947,1220.3582,194.6265,1,191.5605,1,0,0,0.1931,0.1591,11.9841,0.2601,23.8857,0.1849,10.3654,0.4043,31.9126,1.2261,0.5157,NA,NA,2.569,1.5414,0.5138,0.5491,0.3743,0,0,0,0,0,0,2.3548,2.3657,5.4625,28,63,106,0,1.5294,27.1,18,6,11,34.5,25,14,31,0,0,0,0,0,0,1e-4,92.5,12.97,72.6556,86,65.5,62.1553,0,11.893,0,4.3581,0,79.8778,0,17.7842,2.0984,23.8533,22.1422,7.0391,0.6344,0,0,9,0,ucv_meandering_gravel_bed,good,9,4.624241817018752
South Fork Salmon,CBW05583-514335,2014-08-11,Quantitative Consultants Inc,14,CHaMP 2014,2014-06-25,Secesh,Richie Crew,Data Approved,Released to Public,2073,Rotating Panel 1,Secesh,Piah Creek,Primary Visit,<none>,2014,-1543266.33922,2636962.20546,-115.82026,45.26718,Piah Creek,1775.76,Rotating Panel 1 - Secesh,Public Lands,Transport,Pool-riffle,1,17060208,1706020805,170602080503,16,16k,6,6.2,10.52,9.949,MT - II.B.1.a,I.B.1,-1.53,-1.58,1.49,2.57,2558963,0.0.4,NA,255.5083,13,79.377,87.0424,38.0364,2,5.0192,12.9576,0,0,0,0,0.4767,1.6498,106.1941,293.7713,404.7954,84.3966,2.7664,0.4067,4.428,0.4001,178.7709,106.1941,1,91.4169,1,0,0,0.1736,0.5077,4.4111,0.5445,9.9741,0.30620000000000003,2.6486,0.6155,13.2627,1.1195,0.4561,NA,NA,12.2417,1.8833,0,0.3513,0.2134,0,0,0,0,0,0,0.0347,NA,NA,2,11,21,30.875,66.5,31.7,48,2.5,0.5,62,68,27.5,24,2.205,3.282,2.0536,3.1228,0.1514,0,3e-4,97.5,25.27,82.1154,72.5,38,33.7787,7.6837,66.2213,32.9585,12.9068,7.0786,64.3895,42.3752,13.2889,0,0,40.9579,25.6606,8.6019,0,0,15,0,ucv_meandering_gravel_bed,good,15,14.125078511894728
Upper Grande Ronde,Stky-P5-Ex3,2014-08-06,Oregon Department of Fish and Wildlife,10,CHaMP 2014,2014-07-01,Starkey Exclosures,Chris Horn Crew,Data Approved,Released to Public,2083,Annual,Meadow Creek Exclosures,Meadow Creek,Primary Visit,<none>,2014,NA,NA,-118.6019,45.28312,Meadow Creek,NA,Annual - Meadow Creek Exclosures,NA,NA,NA,3,NA,NA,NA,11,11c,6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,2558964,0.0.4,NA,199.88,3,54.078,37.5178,60.0398,7,3.2994,11.2696,272.84,4,39.7632,51.2126,0.4697,1.4256,120.7767,533.0541,948.3885,97.1406,4.4136,0.3545,8.0624,0.6007,281.0631,120.7767,1,117.6316,1,0,0,0.1467,0.297,7.9347,0.5687,28.3094,0.292,4.3232,0.7066,34.8083,1.1566,0.3019,NA,NA,2.4839,5.7958,3.3119,0.2708,0.4607,0,0,0,0,0,0,0.0209,6.3462,7.4562,17,31,76,3.2,8.5,154.4,60,0,14,52.5,48.5,18,26.5,0.9692,0.9692,0.9692,0.9692,0,0,NA,95.5,11.44,86.7254,82,47.5,60.927,1.8989,11.1211,2.4839,6.8491,0,91.1696,2.4839,0.0823,1.3515,26.6004,8.8304,12.2126,2.1461,0,0,14,0,NA,NA,14,11.591639778202252
Upper Grande Ronde,Stky-P5-Ex2,2014-08-05,Oregon Department of Fish and Wildlife,9,CHaMP 2014,2014-07-01,Starkey Exclosures,Chris Horn Crew,Data Approved,Released to Public,2084,Annual,Meadow Creek Exclosures,Meadow Creek,Primary Visit,<none>,2014,NA,NA,-118.60066,45.28318,Meadow Creek,NA,Annual - Meadow Creek Exclosures,NA,NA,NA,3,NA,NA,NA,11,11c,6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,2558965,0.0.4,NA,223.8089,5,43.2268,48.3,76.9883,4,6.3097,16.6148,129.4707,2,19.243,27.9409,0.6438,1.2826,127.4688,463.3919,655.1024,73.5377,3.6353,0.3983,5.2592,0.3915,197.2374,127.4688,1,137.8694,1.1068,0,1,0.1043,0.3486,4.9839,0.5949,20.9935,0.3597,3.3315,0.5224,22.2961,0.8662,0.2741,2.7147,NA,3.9225,3.138,1.569,0.232,0.1729,0,33.1047,7.1443,0.7845,1,4.7581,0.0321,0.8293,1.829,16,45,106,0.25,3.625,98.1,56,0,5.5,80.5,69,10.5,23.5,6.788,15.581,6.788,14.8421,0,0,NA,98.5,2.88,84.507,89.5,19.5,58.772,9.8505,16.5046,7.8451,3.4582,0,86.6912,18.0436,0,2.8646,21.8588,13.3088,3.7264,0.6215,34,7.3375,11,0,NA,NA,11,8.629562685143345
Upper Grande Ronde,Stky-P5-Ex1,2014-08-04,Oregon Department of Fish and Wildlife,8,CHaMP 2014,2014-07-01,Starkey Exclosures,Chris Horn Crew,Data Approved,Released to Public,2085,Annual,Meadow Creek Exclosures,Meadow Creek,Primary Visit,<none>,2014,NA,NA,-118.59865,45.2829,Meadow Creek,NA,Annual - Meadow Creek Exclosures,NA,NA,NA,3,NA,NA,NA,11,11c,6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,2558966,0.0.4,NA,217.942,3,41.1933,31.1282,226.5269,5,14.2432,32.3543,255.6752,3,25.4105,36.5175,1.0481,1.4464,124.4062,700.3095,1332.9886,80.847,5.6292,0.4775,10.9337,0.5369,440.1587,124.4062,1,121.9158,1,0,0,0.1036,0.2737,10.5191,0.4151,33.7646,0.3238,5.5021,0.8096,55.5759,1.2501,0.2937,NA,NA,2.4115,4.0191,2.4115,0.1804,0.2805,0,0,0,0,0,0,0.0301,4.9762,6.979,27,55,102,3.6495,10.5954,100.7,58,1,13.5,45,43,16.5,24,13.5152,41.9471,9.1632,14.9289,3.4312,0.9209,NA,94.5,1.37,77.6941,83.5,55,45.8445,5.0639,16.3216,10.4496,4.3337,0,90.6025,44.21,0,5.0826,29.8537,9.3975,1.6076,0.1956,0,0,11,18.372,NA,NA,11,8.84200305129487
Upper Grande Ronde,Stky-P3-Ex1,2014-07-24,Oregon Department of Fish and Wildlife,5,CHaMP 2014,2014-07-01,Starkey Exclosures,Chris Horn Crew,Data Approved,Released to Public,2086,Annual,Meadow Creek Exclosures,Meadow Creek,Primary Visit,<none>,2014,NA,NA,-118.54206,45.26908,Meadow Creek,NA,Annual - Meadow Creek Exclosures,NA,NA,NA,3,NA,NA,NA,11,11c,6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,2558967,0.0.4,NA,270.6109,4,46.7955,37.1137,281.7599,4,21.4163,38.6427,176.7699,3,19.7919,24.2436,0.8616,1.4077,113.1418,729.1475,1117.9603,88.0037,6.4445,0.5143,10.0481,0.4542,314.4461,113.1418,1,111.2608,1,0,0,0.0854,0.1976,10.0676,0.3525,42.4097,0.1928,6.4497,0.5814,55.2382,1.0896,0.2207,NA,NA,3.5354,3.5354,2.6515,0.2039,0.2251,0,0,0,0,0,0,0.0573,12.4839,17.7949,13,38,87,6.4762,8.8571,100.9,56,0,0,70.5,68.5,4,7,22.7717,33.0491,17.5105,25.0612,0.6735,4.5877,NA,99,1.31,86.0132,96,29.5,56.7433,9.0062,16.8543,16.7931,1.8968,0,87.434,30.0508,2.1572,3.3967,23.0057,13.0602,1.7677,0.1797,0,0,11,5.7952,NA,NA,11,9.722313062015983
Upper Grande Ronde,Stky-P3-Ex2,2014-07-28,Oregon Department of Fish and Wildlife,6,CHaMP 2014,2014-07-01,Starkey Exclosures,Chris Horn Crew,Data Approved,Released to Public,2087,Annual,Meadow Creek Exclosures,Meadow Creek,Primary Visit,<none>,2014,NA,NA,-118.54294,45.26856,Meadow Creek,NA,Annual - Meadow Creek Exclosures,NA,NA,NA,3,NA,NA,NA,11,11c,6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,2558968,0.0.4,NA,65.214,1,7.9457,12.4205,269.9377,3,19.3146,51.4118,189.8983,3,18.7769,36.1677,0.7486,1.0414,98.4762,525.0501,1110.1496,46.0373,5.3317,0.4575,11.4161,0.3278,332.0169,98.4762,1,97.2438,1,0,0,0.0509,0.0949,11.3166,0.2106,38.7202,0.2105,5.2527,0.3716,63.7201,1.0226,0.2781,NA,NA,1.0155,3.0464,3.0464,0.1335,0.1117,0,0,0,0,0,0,0.038,21.4714,23.744,17,41,85,5.6667,8.8333,105.6,50,0,0,64.5,61.5,3,7.5,5.4867,7.9906,5.4867,6.9303,0,0,NA,98.5,NA,77.3158,97,35.5,63.6916,1.8631,13.0891,3.0464,1.5847,0,93.7967,6.0928,2.7555,0.621,22.5982,6.2033,0,0,0,0,7,0,NA,NA,7,7.108316527242115
